item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
497,p1497,"LG Curved Monitor 1497 - 27""",LG,monitor,14742,16380,10,https://picsum.photos/seed/p1497/300/200,3.68,2156,High-refresh IPS panel with thin bezels and adaptive-sync.
498,p1498,Microsoft Game Console 1498 - 1TB,Microsoft,gaming_console,18487,18487,0,https://picsum.photos/seed/p1498/300/200,3.29,1500,Next-gen console delivering immersive gaming experiences.
499,p1499,"Asus UltraBook 1499 - 16GB RAM, 512GB SSD",Asus,laptop,162456,162456,0,https://picsum.photos/seed/p1499/300/200,4.64,1212,Powerful laptop for productivity and light gaming. Long battery life and slim design.
500,p1500,"Xiaomi X1500 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,26926,31678,15,https://picsum.photos/seed/p1500/300/200,4.5,1479,High-performance smartphone with excellent camera and display.
501,p1501,TP-Link AC2773 Router 1501,TP-Link,router,10763,12662,15,https://picsum.photos/seed/p1501/300/200,4.78,868,Fast dual-band WiFi router with parental controls.
502,p1502,HP InkJet 1502 - Wireless Printing,HP,printer,16896,19878,15,https://picsum.photos/seed/p1502/300/200,4.82,2661,Reliable home-office printer with low-cost cartridges.
503,p1503,Sony Game Console 1503 - 1TB,Sony,gaming_console,45772,50858,10,https://picsum.photos/seed/p1503/300/200,3.36,2090,Next-gen console delivering immersive gaming experiences.
504,p1504,"Samsung Tab 1504 - 10.5"" Display, 64GB",Samsung,tablet,21281,23646,10,https://picsum.photos/seed/p1504/300/200,4.56,2540,Portable tablet ideal for media and light productivity.
505,p1505,Sony Game Console 1505 - 1TB,Sony,gaming_console,27706,32595,15,https://picsum.photos/seed/p1505/300/200,3.92,3461,Next-gen console delivering immersive gaming experiences.
506,p1506,Epson InkJet 1506 - Wireless Printing,Epson,printer,17160,20188,15,https://picsum.photos/seed/p1506/300/200,3.34,3835,Reliable home-office printer with low-cost cartridges.
507,p1507,TP-Link AC1815 Router 1507,TP-Link,router,8560,10070,15,https://picsum.photos/seed/p1507/300/200,3.33,369,Fast dual-band WiFi router with parental controls.
508,p1508,Sony Wireless Headphones 1508,Sony,headphones,6358,6358,0,https://picsum.photos/seed/p1508/300/200,4.46,3791,Comfortable headphones with active noise cancellation.
509,p1509,"Samsung Tab 1509 - 10.5"" Display, 64GB",Samsung,tablet,64086,67459,5,https://picsum.photos/seed/p1509/300/200,4.84,1533,Portable tablet ideal for media and light productivity.
510,p1510,"Sony Smart TV 1510 - 4K UHD, 43""",Sony,tv,120345,133717,10,https://picsum.photos/seed/p1510/300/200,3.98,3318,Crisp 4K HDR display with smart OS and multiple HDMI ports.
511,p1511,Nintendo Game Console 1511 - 1TB,Nintendo,gaming_console,23854,23854,0,https://picsum.photos/seed/p1511/300/200,3.39,130,Next-gen console delivering immersive gaming experiences.
512,p1512,"Samsung Smart TV 1512 - 4K UHD, 50""",Samsung,tv,120815,134239,10,https://picsum.photos/seed/p1512/300/200,3.45,3456,Crisp 4K HDR display with smart OS and multiple HDMI ports.
513,p1513,"HP UltraBook 1513 - 16GB RAM, 512GB SSD",HP,laptop,67963,79956,15,https://picsum.photos/seed/p1513/300/200,4.61,3209,Powerful laptop for productivity and light gaming. Long battery life and slim design.
514,p1514,"Lenovo UltraBook 1514 - 16GB RAM, 512GB SSD",Lenovo,laptop,137871,153190,10,https://picsum.photos/seed/p1514/300/200,4.03,4841,Powerful laptop for productivity and light gaming. Long battery life and slim design.
515,p1515,Nintendo Game Console 1515 - 1TB,Nintendo,gaming_console,51738,57487,10,https://picsum.photos/seed/p1515/300/200,3.4,2840,Next-gen console delivering immersive gaming experiences.
516,p1516,"Asus Curved Monitor 1516 - 27""",Asus,monitor,39205,41268,5,https://picsum.photos/seed/p1516/300/200,4.77,3837,High-refresh IPS panel with thin bezels and adaptive-sync.
517,p1517,"Lenovo Tab 1517 - 10.5"" Display, 64GB",Lenovo,tablet,51406,54112,5,https://picsum.photos/seed/p1517/300/200,4.37,706,Portable tablet ideal for media and light productivity.
518,p1518,"LG Curved Monitor 1518 - 27""",LG,monitor,27900,27900,0,https://picsum.photos/seed/p1518/300/200,4.9,2939,High-refresh IPS panel with thin bezels and adaptive-sync.
519,p1519,"Sony Mirrorless 1519 - 24MP, 4K Video",Sony,camera,69267,69267,0,https://picsum.photos/seed/p1519/300/200,4.03,2787,High quality imaging for enthusiasts and vloggers.
520,p1520,HP InkJet 1520 - Wireless Printing,HP,printer,26937,26937,0,https://picsum.photos/seed/p1520/300/200,4.86,4994,Reliable home-office printer with low-cost cartridges.
521,p1521,"Oppo X1521 - 8GB RAM, 128GB Storage",Oppo,smartphone,26906,29895,10,https://picsum.photos/seed/p1521/300/200,4.45,813,High-performance smartphone with excellent camera and display.
522,p1522,"Lenovo Tab 1522 - 10.5"" Display, 64GB",Lenovo,tablet,62332,65613,5,https://picsum.photos/seed/p1522/300/200,3.69,1402,Portable tablet ideal for media and light productivity.
523,p1523,"Xiaomi X1523 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,49743,55270,10,https://picsum.photos/seed/p1523/300/200,3.9,3353,High-performance smartphone with excellent camera and display.
524,p1524,"Samsung Curved Monitor 1524 - 27""",Samsung,monitor,27154,30171,10,https://picsum.photos/seed/p1524/300/200,3.3,303,High-refresh IPS panel with thin bezels and adaptive-sync.
525,p1525,"Apple Tab 1525 - 10.5"" Display, 64GB",Apple,tablet,53130,55926,5,https://picsum.photos/seed/p1525/300/200,4.73,5000,Portable tablet ideal for media and light productivity.
526,p1526,"Xiaomi Tab 1526 - 10.5"" Display, 64GB",Xiaomi,tablet,50918,50918,0,https://picsum.photos/seed/p1526/300/200,3.26,2740,Portable tablet ideal for media and light productivity.
527,p1527,Netgear AC2265 Router 1527,Netgear,router,8535,10041,15,https://picsum.photos/seed/p1527/300/200,4.21,1977,Fast dual-band WiFi router with parental controls.
528,p1528,"Fujifilm Mirrorless 1528 - 24MP, 4K Video",Fujifilm,camera,96462,107180,10,https://picsum.photos/seed/p1528/300/200,3.71,42,High quality imaging for enthusiasts and vloggers.
529,p1529,"Samsung Curved Monitor 1529 - 27""",Samsung,monitor,51707,51707,0,https://picsum.photos/seed/p1529/300/200,3.38,4230,High-refresh IPS panel with thin bezels and adaptive-sync.
530,p1530,Sony Game Console 1530 - 1TB,Sony,gaming_console,38560,42845,10,https://picsum.photos/seed/p1530/300/200,3.57,639,Next-gen console delivering immersive gaming experiences.
531,p1531,Epson InkJet 1531 - Wireless Printing,Epson,printer,19210,21345,10,https://picsum.photos/seed/p1531/300/200,4.6,1182,Reliable home-office printer with low-cost cartridges.
532,p1532,Bose Wireless Headphones 1532,Bose,headphones,14935,14935,0,https://picsum.photos/seed/p1532/300/200,4.47,4579,Comfortable headphones with active noise cancellation.
533,p1533,HP InkJet 1533 - Wireless Printing,HP,printer,21024,22130,5,https://picsum.photos/seed/p1533/300/200,3.7,229,Reliable home-office printer with low-cost cartridges.
534,p1534,"Samsung Tab 1534 - 10.5"" Display, 64GB",Samsung,tablet,24128,24128,0,https://picsum.photos/seed/p1534/300/200,4.68,3420,Portable tablet ideal for media and light productivity.
535,p1535,"Samsung Curved Monitor 1535 - 27""",Samsung,monitor,15033,16703,10,https://picsum.photos/seed/p1535/300/200,4.49,3678,High-refresh IPS panel with thin bezels and adaptive-sync.
536,p1536,"Lenovo Tab 1536 - 10.5"" Display, 64GB",Lenovo,tablet,25258,25258,0,https://picsum.photos/seed/p1536/300/200,4.67,203,Portable tablet ideal for media and light productivity.
537,p1537,Nintendo Game Console 1537 - 1TB,Nintendo,gaming_console,52371,52371,0,https://picsum.photos/seed/p1537/300/200,4.48,4117,Next-gen console delivering immersive gaming experiences.
538,p1538,"HP UltraBook 1538 - 16GB RAM, 512GB SSD",HP,laptop,38227,44973,15,https://picsum.photos/seed/p1538/300/200,3.74,4824,Powerful laptop for productivity and light gaming. Long battery life and slim design.
539,p1539,"Asus UltraBook 1539 - 16GB RAM, 512GB SSD",Asus,laptop,154561,154561,0,https://picsum.photos/seed/p1539/300/200,4.12,2337,Powerful laptop for productivity and light gaming. Long battery life and slim design.
540,p1540,"Samsung Tab 1540 - 10.5"" Display, 64GB",Samsung,tablet,30106,30106,0,https://picsum.photos/seed/p1540/300/200,3.71,808,Portable tablet ideal for media and light productivity.
541,p1541,HP InkJet 1541 - Wireless Printing,HP,printer,9891,11637,15,https://picsum.photos/seed/p1541/300/200,3.85,942,Reliable home-office printer with low-cost cartridges.
542,p1542,"Canon Mirrorless 1542 - 24MP, 4K Video",Canon,camera,78411,78411,0,https://picsum.photos/seed/p1542/300/200,3.62,4544,High quality imaging for enthusiasts and vloggers.
543,p1543,"Lenovo Tab 1543 - 10.5"" Display, 64GB",Lenovo,tablet,46500,51667,10,https://picsum.photos/seed/p1543/300/200,4.83,4547,Portable tablet ideal for media and light productivity.
544,p1544,"Dell Curved Monitor 1544 - 27""",Dell,monitor,11346,11943,5,https://picsum.photos/seed/p1544/300/200,4.63,3114,High-refresh IPS panel with thin bezels and adaptive-sync.
545,p1545,Epson InkJet 1545 - Wireless Printing,Epson,printer,22501,22501,0,https://picsum.photos/seed/p1545/300/200,4.61,4558,Reliable home-office printer with low-cost cartridges.
546,p1546,"Fujifilm Mirrorless 1546 - 24MP, 4K Video",Fujifilm,camera,141470,148916,5,https://picsum.photos/seed/p1546/300/200,3.78,3766,High quality imaging for enthusiasts and vloggers.
547,p1547,Microsoft Game Console 1547 - 1TB,Microsoft,gaming_console,37869,42077,10,https://picsum.photos/seed/p1547/300/200,4.5,4408,Next-gen console delivering immersive gaming experiences.
548,p1548,"Oppo X1548 - 8GB RAM, 128GB Storage",Oppo,smartphone,105356,117062,10,https://picsum.photos/seed/p1548/300/200,3.5,69,High-performance smartphone with excellent camera and display.
549,p1549,"Realme X1549 - 8GB RAM, 128GB Storage",Realme,smartphone,56330,66271,15,https://picsum.photos/seed/p1549/300/200,4.26,1811,High-performance smartphone with excellent camera and display.
550,p1550,"Xiaomi Smart TV 1550 - 4K UHD, 55""",Xiaomi,tv,152036,178866,15,https://picsum.photos/seed/p1550/300/200,4.05,1396,Crisp 4K HDR display with smart OS and multiple HDMI ports.
551,p1551,Bose Wireless Headphones 1551,Bose,headphones,18978,18978,0,https://picsum.photos/seed/p1551/300/200,4.89,4365,Comfortable headphones with active noise cancellation.
552,p1552,Microsoft Game Console 1552 - 1TB,Microsoft,gaming_console,28015,32959,15,https://picsum.photos/seed/p1552/300/200,3.99,2961,Next-gen console delivering immersive gaming experiences.
553,p1553,Sony Wireless Headphones 1553,Sony,headphones,22935,22935,0,https://picsum.photos/seed/p1553/300/200,4.88,1848,Comfortable headphones with active noise cancellation.
554,p1554,TP-Link AC1603 Router 1554,TP-Link,router,2621,3084,15,https://picsum.photos/seed/p1554/300/200,4.56,2738,Fast dual-band WiFi router with parental controls.
555,p1555,"Nikon Mirrorless 1555 - 24MP, 4K Video",Nikon,camera,119424,132693,10,https://picsum.photos/seed/p1555/300/200,4.5,3657,High quality imaging for enthusiasts and vloggers.
556,p1556,Sony Game Console 1556 - 1TB,Sony,gaming_console,19063,19063,0,https://picsum.photos/seed/p1556/300/200,3.71,3537,Next-gen console delivering immersive gaming experiences.
557,p1557,"Samsung X1557 - 8GB RAM, 128GB Storage",Samsung,smartphone,39657,46655,15,https://picsum.photos/seed/p1557/300/200,3.22,3145,High-performance smartphone with excellent camera and display.
558,p1558,"Asus Curved Monitor 1558 - 27""",Asus,monitor,14729,14729,0,https://picsum.photos/seed/p1558/300/200,4.21,1586,High-refresh IPS panel with thin bezels and adaptive-sync.
559,p1559,Sony Game Console 1559 - 1TB,Sony,gaming_console,18016,18964,5,https://picsum.photos/seed/p1559/300/200,4.19,4203,Next-gen console delivering immersive gaming experiences.
560,p1560,Canon InkJet 1560 - Wireless Printing,Canon,printer,14522,17085,15,https://picsum.photos/seed/p1560/300/200,4.59,4583,Reliable home-office printer with low-cost cartridges.
561,p1561,"Asus UltraBook 1561 - 16GB RAM, 512GB SSD",Asus,laptop,87900,92526,5,https://picsum.photos/seed/p1561/300/200,4.65,4637,Powerful laptop for productivity and light gaming. Long battery life and slim design.
562,p1562,Epson InkJet 1562 - Wireless Printing,Epson,printer,30860,30860,0,https://picsum.photos/seed/p1562/300/200,4.38,3821,Reliable home-office printer with low-cost cartridges.
563,p1563,Sony Game Console 1563 - 1TB,Sony,gaming_console,14866,15648,5,https://picsum.photos/seed/p1563/300/200,3.25,943,Next-gen console delivering immersive gaming experiences.
564,p1564,"Lenovo Tab 1564 - 10.5"" Display, 64GB",Lenovo,tablet,10153,11945,15,https://picsum.photos/seed/p1564/300/200,3.62,1605,Portable tablet ideal for media and light productivity.
565,p1565,"Dell UltraBook 1565 - 16GB RAM, 512GB SSD",Dell,laptop,63200,66526,5,https://picsum.photos/seed/p1565/300/200,3.98,3028,Powerful laptop for productivity and light gaming. Long battery life and slim design.
566,p1566,Epson InkJet 1566 - Wireless Printing,Epson,printer,28296,28296,0,https://picsum.photos/seed/p1566/300/200,4.11,3065,Reliable home-office printer with low-cost cartridges.
567,p1567,Epson InkJet 1567 - Wireless Printing,Epson,printer,11196,11196,0,https://picsum.photos/seed/p1567/300/200,4.27,2294,Reliable home-office printer with low-cost cartridges.
568,p1568,"Xiaomi Tab 1568 - 10.5"" Display, 64GB",Xiaomi,tablet,38803,40845,5,https://picsum.photos/seed/p1568/300/200,4.05,3803,Portable tablet ideal for media and light productivity.
569,p1569,"Lenovo Tab 1569 - 10.5"" Display, 64GB",Lenovo,tablet,42426,42426,0,https://picsum.photos/seed/p1569/300/200,3.97,1920,Portable tablet ideal for media and light productivity.
570,p1570,TP-Link AC2070 Router 1570,TP-Link,router,2455,2888,15,https://picsum.photos/seed/p1570/300/200,3.8,4783,Fast dual-band WiFi router with parental controls.
571,p1571,"Asus UltraBook 1571 - 16GB RAM, 512GB SSD",Asus,laptop,158266,158266,0,https://picsum.photos/seed/p1571/300/200,3.95,2175,Powerful laptop for productivity and light gaming. Long battery life and slim design.
572,p1572,"Xiaomi X1572 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,71451,75212,5,https://picsum.photos/seed/p1572/300/200,3.27,1640,High-performance smartphone with excellent camera and display.
573,p1573,HP InkJet 1573 - Wireless Printing,HP,printer,13993,13993,0,https://picsum.photos/seed/p1573/300/200,4.51,2308,Reliable home-office printer with low-cost cartridges.
574,p1574,Canon InkJet 1574 - Wireless Printing,Canon,printer,9891,9891,0,https://picsum.photos/seed/p1574/300/200,4.08,4527,Reliable home-office printer with low-cost cartridges.
575,p1575,"Asus Curved Monitor 1575 - 27""",Asus,monitor,30067,35373,15,https://picsum.photos/seed/p1575/300/200,3.25,1138,High-refresh IPS panel with thin bezels and adaptive-sync.
576,p1576,Sony Game Console 1576 - 1TB,Sony,gaming_console,38609,42899,10,https://picsum.photos/seed/p1576/300/200,4.5,4404,Next-gen console delivering immersive gaming experiences.
577,p1577,"Sony Mirrorless 1577 - 24MP, 4K Video",Sony,camera,89526,99473,10,https://picsum.photos/seed/p1577/300/200,3.31,3165,High quality imaging for enthusiasts and vloggers.
578,p1578,"Xiaomi Smart TV 1578 - 4K UHD, 43""",Xiaomi,tv,84881,99860,15,https://picsum.photos/seed/p1578/300/200,4.03,1529,Crisp 4K HDR display with smart OS and multiple HDMI ports.
579,p1579,"Samsung Smart TV 1579 - 4K UHD, 65""",Samsung,tv,192902,192902,0,https://picsum.photos/seed/p1579/300/200,3.76,3365,Crisp 4K HDR display with smart OS and multiple HDMI ports.
580,p1580,TP-Link AC1464 Router 1580,TP-Link,router,4394,4882,10,https://picsum.photos/seed/p1580/300/200,3.47,4711,Fast dual-band WiFi router with parental controls.
581,p1581,"Nikon Mirrorless 1581 - 24MP, 4K Video",Nikon,camera,28376,33384,15,https://picsum.photos/seed/p1581/300/200,4.69,3769,High quality imaging for enthusiasts and vloggers.
582,p1582,"Dell Curved Monitor 1582 - 27""",Dell,monitor,16555,19477,15,https://picsum.photos/seed/p1582/300/200,4.45,3750,High-refresh IPS panel with thin bezels and adaptive-sync.
583,p1583,Netgear AC2630 Router 1583,Netgear,router,4087,4087,0,https://picsum.photos/seed/p1583/300/200,4.74,3369,Fast dual-band WiFi router with parental controls.
584,p1584,Sony Wireless Headphones 1584,Sony,headphones,13131,14590,10,https://picsum.photos/seed/p1584/300/200,3.25,3783,Comfortable headphones with active noise cancellation.
585,p1585,D-Link AC2952 Router 1585,D-Link,router,11805,13117,10,https://picsum.photos/seed/p1585/300/200,3.98,676,Fast dual-band WiFi router with parental controls.
586,p1586,Bose Wireless Headphones 1586,Bose,headphones,7587,7587,0,https://picsum.photos/seed/p1586/300/200,4.11,3201,Comfortable headphones with active noise cancellation.
587,p1587,"Apple Tab 1587 - 10.5"" Display, 64GB",Apple,tablet,38878,38878,0,https://picsum.photos/seed/p1587/300/200,4.62,4283,Portable tablet ideal for media and light productivity.
588,p1588,"Realme X1588 - 8GB RAM, 128GB Storage",Realme,smartphone,86407,86407,0,https://picsum.photos/seed/p1588/300/200,3.36,3454,High-performance smartphone with excellent camera and display.
589,p1589,"HP UltraBook 1589 - 16GB RAM, 512GB SSD",HP,laptop,81334,90371,10,https://picsum.photos/seed/p1589/300/200,4.07,2679,Powerful laptop for productivity and light gaming. Long battery life and slim design.
590,p1590,Epson InkJet 1590 - Wireless Printing,Epson,printer,12615,12615,0,https://picsum.photos/seed/p1590/300/200,3.88,2590,Reliable home-office printer with low-cost cartridges.
591,p1591,"Asus UltraBook 1591 - 16GB RAM, 512GB SSD",Asus,laptop,92811,97696,5,https://picsum.photos/seed/p1591/300/200,4.5,4092,Powerful laptop for productivity and light gaming. Long battery life and slim design.
592,p1592,"Vivo X1592 - 8GB RAM, 128GB Storage",Vivo,smartphone,82294,86625,5,https://picsum.photos/seed/p1592/300/200,4.86,3949,High-performance smartphone with excellent camera and display.
593,p1593,"Xiaomi X1593 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,49400,58118,15,https://picsum.photos/seed/p1593/300/200,4.49,1016,High-performance smartphone with excellent camera and display.
594,p1594,"Nikon Mirrorless 1594 - 24MP, 4K Video",Nikon,camera,43029,43029,0,https://picsum.photos/seed/p1594/300/200,4.29,1950,High quality imaging for enthusiasts and vloggers.
595,p1595,Microsoft Game Console 1595 - 1TB,Microsoft,gaming_console,15724,16552,5,https://picsum.photos/seed/p1595/300/200,3.78,1686,Next-gen console delivering immersive gaming experiences.
596,p1596,Sony Wireless Headphones 1596,Sony,headphones,1396,1396,0,https://picsum.photos/seed/p1596/300/200,4.82,426,Comfortable headphones with active noise cancellation.
597,p1597,"Samsung Tab 1597 - 10.5"" Display, 64GB",Samsung,tablet,45969,45969,0,https://picsum.photos/seed/p1597/300/200,3.62,1445,Portable tablet ideal for media and light productivity.
598,p1598,Sony Game Console 1598 - 1TB,Sony,gaming_console,41099,41099,0,https://picsum.photos/seed/p1598/300/200,4.0,3462,Next-gen console delivering immersive gaming experiences.
599,p1599,Boat Wireless Headphones 1599,Boat,headphones,5486,6454,15,https://picsum.photos/seed/p1599/300/200,3.46,1439,Comfortable headphones with active noise cancellation.
600,p1600,"Fujifilm Mirrorless 1600 - 24MP, 4K Video",Fujifilm,camera,104432,104432,0,https://picsum.photos/seed/p1600/300/200,4.76,34,High quality imaging for enthusiasts and vloggers.
601,p1601,"MSI UltraBook 1601 - 16GB RAM, 512GB SSD",MSI,laptop,146051,146051,0,https://picsum.photos/seed/p1601/300/200,3.85,4633,Powerful laptop for productivity and light gaming. Long battery life and slim design.
602,p1602,"Samsung Tab 1602 - 10.5"" Display, 64GB",Samsung,tablet,62856,69840,10,https://picsum.photos/seed/p1602/300/200,4.78,2021,Portable tablet ideal for media and light productivity.
603,p1603,"Xiaomi Smart TV 1603 - 4K UHD, 43""",Xiaomi,tv,177588,197320,10,https://picsum.photos/seed/p1603/300/200,4.81,1207,Crisp 4K HDR display with smart OS and multiple HDMI ports.
604,p1604,"Nikon Mirrorless 1604 - 24MP, 4K Video",Nikon,camera,106445,118272,10,https://picsum.photos/seed/p1604/300/200,3.48,3496,High quality imaging for enthusiasts and vloggers.
605,p1605,"Sony Mirrorless 1605 - 24MP, 4K Video",Sony,camera,39322,39322,0,https://picsum.photos/seed/p1605/300/200,4.78,3260,High quality imaging for enthusiasts and vloggers.
606,p1606,"Canon Mirrorless 1606 - 24MP, 4K Video",Canon,camera,113774,126416,10,https://picsum.photos/seed/p1606/300/200,3.49,3069,High quality imaging for enthusiasts and vloggers.
607,p1607,"Samsung Tab 1607 - 10.5"" Display, 64GB",Samsung,tablet,17224,17224,0,https://picsum.photos/seed/p1607/300/200,3.64,3348,Portable tablet ideal for media and light productivity.
608,p1608,"Dell Curved Monitor 1608 - 27""",Dell,monitor,9944,9944,0,https://picsum.photos/seed/p1608/300/200,3.22,2179,High-refresh IPS panel with thin bezels and adaptive-sync.
609,p1609,"Apple UltraBook 1609 - 16GB RAM, 512GB SSD",Apple,laptop,90564,95330,5,https://picsum.photos/seed/p1609/300/200,4.23,2757,Powerful laptop for productivity and light gaming. Long battery life and slim design.
610,p1610,Epson InkJet 1610 - Wireless Printing,Epson,printer,22513,25014,10,https://picsum.photos/seed/p1610/300/200,4.68,3291,Reliable home-office printer with low-cost cartridges.
611,p1611,"Apple Tab 1611 - 10.5"" Display, 64GB",Apple,tablet,55827,55827,0,https://picsum.photos/seed/p1611/300/200,3.21,2639,Portable tablet ideal for media and light productivity.
612,p1612,"Apple UltraBook 1612 - 16GB RAM, 512GB SSD",Apple,laptop,44195,51994,15,https://picsum.photos/seed/p1612/300/200,4.55,2853,Powerful laptop for productivity and light gaming. Long battery life and slim design.
613,p1613,D-Link AC2703 Router 1613,D-Link,router,9018,10020,10,https://picsum.photos/seed/p1613/300/200,4.55,2468,Fast dual-band WiFi router with parental controls.
614,p1614,Sennheiser Wireless Headphones 1614,Sennheiser,headphones,12169,12169,0,https://picsum.photos/seed/p1614/300/200,3.38,239,Comfortable headphones with active noise cancellation.
615,p1615,"Lenovo Tab 1615 - 10.5"" Display, 64GB",Lenovo,tablet,51418,57131,10,https://picsum.photos/seed/p1615/300/200,3.35,2726,Portable tablet ideal for media and light productivity.
616,p1616,"Samsung Smart TV 1616 - 4K UHD, 55""",Samsung,tv,158933,167298,5,https://picsum.photos/seed/p1616/300/200,3.35,730,Crisp 4K HDR display with smart OS and multiple HDMI ports.
617,p1617,Epson InkJet 1617 - Wireless Printing,Epson,printer,12978,15268,15,https://picsum.photos/seed/p1617/300/200,4.11,3179,Reliable home-office printer with low-cost cartridges.
618,p1618,D-Link AC2833 Router 1618,D-Link,router,3084,3246,5,https://picsum.photos/seed/p1618/300/200,3.45,2431,Fast dual-band WiFi router with parental controls.
619,p1619,"Xiaomi Smart TV 1619 - 4K UHD, 65""",Xiaomi,tv,194417,194417,0,https://picsum.photos/seed/p1619/300/200,3.66,4701,Crisp 4K HDR display with smart OS and multiple HDMI ports.
620,p1620,"LG Curved Monitor 1620 - 27""",LG,monitor,19622,21802,10,https://picsum.photos/seed/p1620/300/200,4.44,2450,High-refresh IPS panel with thin bezels and adaptive-sync.
621,p1621,"Apple Tab 1621 - 10.5"" Display, 64GB",Apple,tablet,41026,41026,0,https://picsum.photos/seed/p1621/300/200,4.39,4489,Portable tablet ideal for media and light productivity.
622,p1622,TP-Link AC1862 Router 1622,TP-Link,router,3763,4181,10,https://picsum.photos/seed/p1622/300/200,3.69,1186,Fast dual-band WiFi router with parental controls.
623,p1623,"Sony Smart TV 1623 - 4K UHD, 50""",Sony,tv,170911,170911,0,https://picsum.photos/seed/p1623/300/200,4.77,786,Crisp 4K HDR display with smart OS and multiple HDMI ports.
624,p1624,Canon InkJet 1624 - Wireless Printing,Canon,printer,24444,24444,0,https://picsum.photos/seed/p1624/300/200,3.61,4002,Reliable home-office printer with low-cost cartridges.
625,p1625,"Nikon Mirrorless 1625 - 24MP, 4K Video",Nikon,camera,75082,75082,0,https://picsum.photos/seed/p1625/300/200,3.4,999,High quality imaging for enthusiasts and vloggers.
626,p1626,"LG Curved Monitor 1626 - 27""",LG,monitor,29847,33163,10,https://picsum.photos/seed/p1626/300/200,3.71,1025,High-refresh IPS panel with thin bezels and adaptive-sync.
627,p1627,"Xiaomi X1627 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,51958,61127,15,https://picsum.photos/seed/p1627/300/200,4.12,1016,High-performance smartphone with excellent camera and display.
628,p1628,"Samsung Smart TV 1628 - 4K UHD, 50""",Samsung,tv,137239,137239,0,https://picsum.photos/seed/p1628/300/200,3.35,2103,Crisp 4K HDR display with smart OS and multiple HDMI ports.
629,p1629,"HP UltraBook 1629 - 16GB RAM, 512GB SSD",HP,laptop,112356,118270,5,https://picsum.photos/seed/p1629/300/200,4.32,3644,Powerful laptop for productivity and light gaming. Long battery life and slim design.
630,p1630,"Xiaomi Tab 1630 - 10.5"" Display, 64GB",Xiaomi,tablet,45272,45272,0,https://picsum.photos/seed/p1630/300/200,3.44,1763,Portable tablet ideal for media and light productivity.
631,p1631,"Samsung Tab 1631 - 10.5"" Display, 64GB",Samsung,tablet,45705,50783,10,https://picsum.photos/seed/p1631/300/200,3.98,2082,Portable tablet ideal for media and light productivity.
632,p1632,Netgear AC2297 Router 1632,Netgear,router,10265,12077,15,https://picsum.photos/seed/p1632/300/200,4.23,3438,Fast dual-band WiFi router with parental controls.
633,p1633,"Lenovo Tab 1633 - 10.5"" Display, 64GB",Lenovo,tablet,26220,26220,0,https://picsum.photos/seed/p1633/300/200,3.82,2732,Portable tablet ideal for media and light productivity.
634,p1634,"Nikon Mirrorless 1634 - 24MP, 4K Video",Nikon,camera,70897,74628,5,https://picsum.photos/seed/p1634/300/200,4.2,4010,High quality imaging for enthusiasts and vloggers.
635,p1635,"Apple X1635 - 8GB RAM, 128GB Storage",Apple,smartphone,76276,80291,5,https://picsum.photos/seed/p1635/300/200,4.57,4355,High-performance smartphone with excellent camera and display.
636,p1636,Boat Wireless Headphones 1636,Boat,headphones,9832,10350,5,https://picsum.photos/seed/p1636/300/200,3.29,3032,Comfortable headphones with active noise cancellation.
637,p1637,"Xiaomi Smart TV 1637 - 4K UHD, 65""",Xiaomi,tv,142857,142857,0,https://picsum.photos/seed/p1637/300/200,4.81,3330,Crisp 4K HDR display with smart OS and multiple HDMI ports.
638,p1638,HP InkJet 1638 - Wireless Printing,HP,printer,6605,7771,15,https://picsum.photos/seed/p1638/300/200,4.79,1117,Reliable home-office printer with low-cost cartridges.
639,p1639,"Asus Curved Monitor 1639 - 27""",Asus,monitor,36564,43017,15,https://picsum.photos/seed/p1639/300/200,4.36,346,High-refresh IPS panel with thin bezels and adaptive-sync.
640,p1640,Microsoft Game Console 1640 - 1TB,Microsoft,gaming_console,16502,18336,10,https://picsum.photos/seed/p1640/300/200,3.84,3057,Next-gen console delivering immersive gaming experiences.
641,p1641,"Xiaomi X1641 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,39116,46019,15,https://picsum.photos/seed/p1641/300/200,4.6,290,High-performance smartphone with excellent camera and display.
642,p1642,"Asus Curved Monitor 1642 - 27""",Asus,monitor,7920,8337,5,https://picsum.photos/seed/p1642/300/200,3.22,3529,High-refresh IPS panel with thin bezels and adaptive-sync.
643,p1643,"LG Curved Monitor 1643 - 27""",LG,monitor,16379,18199,10,https://picsum.photos/seed/p1643/300/200,3.84,2985,High-refresh IPS panel with thin bezels and adaptive-sync.
644,p1644,TP-Link AC1422 Router 1644,TP-Link,router,7295,7295,0,https://picsum.photos/seed/p1644/300/200,3.39,2333,Fast dual-band WiFi router with parental controls.
